City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
354,Te Anau,NZ,61.11,broken clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
355,Praia,CV,73.94,overcast clouds,14.9215,-23.5087,LT Aparthotel
356,Mangochi,MW,78.84,clear sky,-14.4782,35.2645,Fort Johnstone Hotel
357,At-Bashi,KG,5.68,overcast clouds,41.1702,75.8106,Hostel At-Bashy
359,Banda Aceh,ID,77.25,few clouds,5.5577,95.3222,Sulthan Hotel International
360,Bambanglipuro,ID,61.61,overcast clouds,-7.95,110.2833,Puri Brata
361,Geraldton,AU,57.61,broken clouds,-28.7667,114.6,Broadwater Mariner Resort
362,Isla Vista,US,68.68,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
363,Acapulco,MX,85.82,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
364,Sao Jose Da Coroa Grande,BR,79.39,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
365,Lasa,IT,28.36,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
367,Praia Da Vitoria,PT,57.45,scattered clouds,38.7333,-27.0667,Hotel Branco I
368,West Seneca,US,44.98,clear sky,42.8501,-78.7998,Best Western Plus Galleria Inn & Suites
369,Ambilobe,MG,73.56,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
370,Bellary,IN,67.98,broken clouds,15.15,76.9333,Hotel Pawan
371,Seoul,KR,24.24,clear sky,37.5683,126.9778,Lotte Hotel Seoul
375,Ishigaki,JP,66.33,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
376,Salalah,OM,73.49,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
377,Khawhai,IN,42.31,clear sky,23.3667,93.1167,Homestay Khawhai
380,Thunder Bay,CA,37.38,few clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
381,Sibolga,ID,75.76,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
382,Vila,PT,46.33,scattered clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
383,Shingu,JP,46.22,clear sky,33.7333,135.9833,Shingu UI Hotel
384,Weihai,CN,35.08,broken clouds,37.5017,122.1136,Beihai Travel Resort
385,Port-Gentil,GA,79.36,overcast clouds,-0.7193,8.7815,Fengshui Residence
386,Paamiut,GL,10.53,clear sky,61.994,-49.6678,Pistut
389,Solwezi,ZM,69.06,overcast clouds,-12.1688,26.3894,Country Lodge Solwezi
390,Sirohi,IN,59.04,scattered clouds,24.8833,72.8667,Dheeraj Kumar
391,Padang,ID,77.05,light rain,-0.9492,100.3543,Mercure Padang
392,Westport,US,46.54,clear sky,41.1415,-73.3579,Norwalk Inn
393,Kavaratti,IN,80.85,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
394,Nikel,RU,26.78,broken clouds,69.4128,30.222,Severnoe Siyanie
395,Ipora,BR,72.68,overcast clouds,-16.4419,-51.1178,Oásis Motel
396,Bafilo,TG,76.93,scattered clouds,9.35,1.2667,Hôtel Assoli
397,Fort Saint James,CA,23.04,broken clouds,54.4333,-124.25,The View Hotel
398,Richards Bay,ZA,74.08,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
399,Amurzet,RU,2.66,clear sky,47.6967,131.0981,Gostinitsa Kvartirnogo Tipa
400,Anori,BR,75.81,overcast clouds,-3.7728,-61.6442,Novo Hotel 5 Irmãos
401,Pasco,US,81.18,broken clouds,28.292,-82.4165,Connection Community/Park
402,La Libertad,EC,74.86,broken clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
403,Tab,HU,36.25,scattered clouds,46.7314,18.032,Gyöngy vendégház
404,San Carlos De Bariloche,AR,49.75,scattered clouds,-41.1456,-71.3082,Hotel Patagonia
405,Kimry,RU,21.88,overcast clouds,56.8667,37.35,Гостиница Чайка
406,Benjamin Hill,MX,71.55,clear sky,30.1667,-111.1,Hotel Benjamín Hill
408,Rio Gallegos,AR,55.45,scattered clouds,-51.6226,-69.2181,Hotel Santa Cruz
409,Victoria,HK,66.33,broken clouds,22.2855,114.1577,Mini Hotel Central
410,Sao Joao Da Barra,BR,76.3,heavy intensity rain,-21.6403,-41.0511,Pousada Porto De Canoas
411,Moron,AR,81.01,broken clouds,-34.6534,-58.6198,Hotel Morón
412,Iqaluit,CA,6.53,broken clouds,63.7506,-68.5145,Frobisher Inn
413,Grindavik,IS,41.47,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
414,Dicabisagan,PH,74.86,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
415,Alghero,IT,37.49,clear sky,40.5589,8.3181,Villa Las Tronas Hotel & Spa
418,Namwala,ZM,74.01,few clouds,-15.7504,26.4384,Corner Point Lodge
419,Kogon,UZ,46.04,scattered clouds,39.7228,64.5517,"""AFROSIYOB"" HOSTEL"
420,Balikpapan,ID,72.59,few clouds,-1.2675,116.8289,ibis Balikpapan
421,Kaeo,NZ,72.32,moderate rain,-35.1,173.7833,Bushido Lodge
422,Skelleftea,SE,32.36,broken clouds,64.7507,20.9528,Quality Hotel Skellefteå Stadshotell
423,Mahebourg,MU,75.49,light intensity shower rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
424,Zapolyarnyy,RU,25.88,broken clouds,69.4154,30.8136,Pechenga
425,Bahia De Caraquez,EC,75.38,light rain,-0.6,-80.4167,Saiananda Eco-Hotel
426,Olinda,BR,82.13,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
427,Erechim,BR,77.04,scattered clouds,-27.6342,-52.2739,Hotel Buongiorno
428,Kolaras,IN,52.9,clear sky,25.2333,77.6,Shiv Shakti Garden (Gayatri Colony)
430,Simao,CN,54.84,broken clouds,22.7886,100.9748,Changyu Hotel
431,Kudahuvadhoo,MV,80.65,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
432,Vardo,NO,30.4,broken clouds,70.3705,31.1107,Vardø Hotel AS
433,Okitipupa,NG,77.02,broken clouds,6.5047,4.7839,Coastal Hotel & Suites
434,Solnechnyy,RU,13.91,light snow,50.7214,136.6319,Hotel complex Pastoral
435,Toyoshina,JP,36.63,broken clouds,36.2999,137.9011,Hotel Route-Inn Court Azumino Toyoshina Ekiminami
436,Port Hardy,CA,38.75,light shower snow,50.6996,-127.4199,Airport Inn
437,Tomatlan,MX,86.11,clear sky,19.9333,-105.25,El Salvial
438,Tashtyp,RU,20.28,overcast clouds,52.7939,89.8983,Oblachnyye Glubiny Orden Gusu Lan'
440,Zhangye,CN,19.71,clear sky,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
441,Kegums,LV,31.33,overcast clouds,56.7451,24.7244,Oškrogs
442,Auki,SB,83.14,heavy intensity rain,-8.7676,160.7034,Auki Motel
443,Itarema,BR,80.85,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
444,Flin Flon,CA,10.24,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
445,Mana,GF,76.46,light rain,5.6592,-53.7767,LE SAMANA
446,Azad Shahr,IR,37.42,clear sky,34.7909,48.5707,Hotel Amozesh Gah Ranandegi
447,Tasiilaq,GL,41.16,light rain,65.6145,-37.6368,The Red House
449,Palauig,PH,77.49,overcast clouds,15.435,119.9045,Alperi Botique Resort
450,Paros,GR,60.3,scattered clouds,37.0833,25.15,Nikolas Hotel Paros
451,Dali,CN,43.65,clear sky,25.7,100.1833,Dali Travelling With Hostel
452,Antofagasta,CL,65.48,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
453,Hohhot,CN,1.69,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
455,Maracas,BR,66.15,overcast clouds,-13.4411,-40.4308,Pousada Vale Aprazível
456,Baft,IR,40.28,clear sky,29.234,56.6057,بافت خیابان طالقانی غربی ساختمان مادر
457,Ponerihouen,NC,76.51,light rain,-21.0833,165.4,Camping de Tiakan
459,Sambava,MG,74.89,light rain,-14.2667,50.1667,Melrose
460,Busayra,JO,58.17,overcast clouds,30.7376,35.6078,Matan Eco Villege
461,Tuatapere,NZ,62.82,broken clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
462,Chuguyevka,RU,7.38,overcast clouds,44.1653,133.8633,Svet V Okne
463,Esmeraldas,BR,77.86,overcast clouds,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
464,Gigmoto,PH,78.96,overcast clouds,13.7796,124.39,Cj's Travellers Inn
465,Maragogi,BR,79.25,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
466,Tasgaon,IN,73.83,overcast clouds,17.0333,74.6,Hotel Shree Siddhivinayak
467,Margate,GB,53.31,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
469,Soe,ID,68.16,overcast clouds,-9.8607,124.284,Dena Hotel
470,Pitimbu,BR,81.19,few clouds,-7.4706,-34.8086,Reserva do Abiaí
471,Floro,NO,44.56,broken clouds,61.5996,5.0328,Kinn Hotell Florø
473,Kadom,RU,19.72,few clouds,54.5592,42.4675,Vita
474,Karratha,AU,85.82,clear sky,-20.7377,116.8463,ibis Styles Karratha
476,Narok,KE,57.13,overcast clouds,-1.0783,35.8601,OLORROPIL TOWERS
477,Butembo,CD,60.1,overcast clouds,0.15,29.2833,Hotel Butembo
478,Constitucion,CL,59.45,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
479,Dingle,PH,75.34,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
480,Bathsheba,BB,81.21,broken clouds,13.2167,-59.5167,Atlantis Hotel
481,Yaring,TH,77.02,scattered clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
482,Nabire,ID,77.45,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
483,Ferme-Neuve,CA,37.18,broken clouds,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
484,Broome,US,41.63,clear sky,42.2506,-75.833,Chenango Valley State Park
485,Caucaia,BR,82.35,scattered clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
486,Taloqan,AF,38.43,scattered clouds,36.7361,69.5345,Saraisang street
487,Bubaque,GW,81.39,few clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
488,Tongren,CN,46.78,overcast clouds,27.7172,109.1853,Fanjing Mountain International Conference Center
489,Diffa,NE,73.36,overcast clouds,13.3154,12.6113,ProDAF/Diffa
490,Barra Dos Coqueiros,BR,80.62,few clouds,-10.9089,-37.0386,Jangadeiro
491,Chicama,PE,64.94,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
492,Champerico,GT,88.34,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
494,Airai,TL,62.47,overcast clouds,-8.9266,125.4092,Juvinal Martin
495,Sturgeon Bay,US,37.09,clear sky,44.8342,-87.377,AmericInn by Wyndham Sturgeon Bay
496,Ixtapa,MX,79.83,clear sky,20.7,-105.2,Hotel Plaza Providencia
498,Lugovoy,KZ,33.78,broken clouds,42.9472,72.7644,Ж.Д Вокзал Луговая
504,Malakal,SS,79.18,scattered clouds,9.5334,31.6605,Nile Palace Hotel
505,Mazamari,PE,81.59,broken clouds,-11.3258,-74.5308,Hospedaje Ratto
507,Boddam,GB,52.18,overcast clouds,57.4667,-1.7833,Palace Hotel
508,Bellegarde-Sur-Valserine,FR,37.54,few clouds,46.1079,5.8242,Hôtel Pierre Blanche
509,Manta,EC,74.98,light rain,-0.95,-80.7333,Balandra Hotel
510,Kota Kinabalu,MY,76.98,few clouds,5.9749,116.0724,Gaya Centre Hotel
511,Myre,NO,34.02,light rain,69.1036,15.9492,Alveland AS
512,Inongo,CD,71.02,overcast clouds,-1.95,18.2667,Hotel Du Lac
513,Sao Joao Dos Patos,BR,79.56,overcast clouds,-6.495,-43.7022,Montesino Hotel & Restaurante
515,Glencoe,ZA,65.16,overcast clouds,-28.1783,30.147,Lalalapha
517,Camenca,MD,38.08,light rain,48.0319,28.6978,Vila Dora
518,Qom,IR,48.07,clear sky,34.6401,50.8764,Qom Hotel
519,Los Llanos De Aridane,ES,62.35,few clouds,28.6585,-17.9182,Valle Aridane
520,Camacha,PT,62.53,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
522,Murakami,JP,39.09,light rain,38.2333,139.4833,Senami Grand Hotel Haginoya
523,Antalaha,MG,72.72,light rain,-14.9003,50.2788,Hotel Vitasoa
524,Gouyave,GD,75.97,broken clouds,12.1646,-61.7296,Rumboat Retreat
525,Faya,SA,48.72,clear sky,18.3851,42.4509,املاك خالد الشعشوع
527,Loding,NO,35.51,broken clouds,67.3,14.75,Arctic Kramer minicamping
528,Roswell,US,56.34,clear sky,34.0232,-84.3616,La Quinta Inn & Suites by Wyndham Atlanta Roswell
529,Wanning,CN,67.93,scattered clouds,18.8003,110.3967,Paradise Hotel
530,Dondo,MZ,81.91,scattered clouds,-19.6094,34.7431,Arco Iris
531,Kautokeino,NO,17.04,overcast clouds,69.0125,23.0412,Thon Hotel Kautokeino
532,Sturgis,US,44.4,clear sky,41.7992,-85.4192,Best Western Plus Howe Inn
533,Shenkursk,RU,14.74,broken clouds,62.1091,42.896,"""Vaga"" hotel"
534,Pali,IN,60.55,scattered clouds,25.7667,73.3333,HOTEL THE AMBA VILAS
535,Armidale,AU,60.22,broken clouds,-30.5167,151.65,Abbotsleigh Motor Inn
536,Kraslava,LV,29.05,overcast clouds,55.8951,27.168,"""Dārza Māja"""
537,Launceston,AU,63.61,scattered clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
538,Callaway,US,63.97,overcast clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
539,Mandalgovi,MN,11.95,clear sky,45.7625,106.2708,В.Ганбат
540,Trairi,BR,80.89,broken clouds,-3.2778,-39.2689,janelas do mar
541,Ajaccio,FR,39.25,clear sky,42.0,8.9167,Sole E Monte
542,Luganville,VU,82.56,moderate rain,-15.5333,167.1667,The Espiritu Hotel
543,Pochutla,MX,85.82,clear sky,15.7432,-96.4661,Hotel Posada San Jose
544,Partenit,UA,52.21,overcast clouds,44.578,34.3446,Приватотель
545,Tahta,EG,64.72,overcast clouds,26.7693,31.5021,مصطفي عساف
547,Fortuna,US,52.66,broken clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
548,George,ZA,62.15,broken clouds,-33.963,22.4617,Protea Hotel by Marriott George King George
549,Torva,EE,33.82,overcast clouds,58.0028,25.935,Viraaž Spordiklubi
550,Cottage Grove,US,36.57,clear sky,44.8277,-92.9438,"Country Inn & Suites by Radisson, Cottage Grove, MN"
551,Kayankulam,IN,74.97,broken clouds,9.1833,76.5,Hotel Indraprastha
552,Sunbury,AU,77.7,clear sky,-37.5833,144.7333,Sunbury Motor Inn
553,Omboue,GA,75.99,overcast clouds,-1.5746,9.2618,Hotel Olako
554,Mbanza-Ngungu,CD,67.55,overcast clouds,-5.25,14.8667,Hotel Full Business
555,Ovalle,CL,74.08,clear sky,-30.5983,-71.2003,Hotel Altos de Tuqui
556,Ranong,TH,72.59,scattered clouds,9.9658,98.6348,Tinidee Hotel@Ranong
557,Lumphat,KH,64.62,scattered clouds,13.4878,106.9816,Lumphat Homestay
558,Shangrao,CN,48.87,overcast clouds,28.4532,117.9686,Boyue boutique Hotel
559,Marsh Harbour,BS,76.69,clear sky,26.5412,-77.0636,Abaco Beach Resort
560,Dedza,MW,65.39,clear sky,-14.3779,34.3332,Kapeleta Dedza Estates
561,Nueva Loja,EC,86.02,scattered clouds,0.0847,-76.8828,Limoncocha Great Hotel
562,Jieznas,LT,28.26,overcast clouds,54.6,24.1667,Ustrone
563,Moore,US,59.61,clear sky,35.3395,-97.4867,SpringHill Suites by Marriott Oklahoma City Moore
564,Ahuimanu,US,82.11,clear sky,21.4447,-157.8378,Paradise Bay Resort
565,Killarney,IE,46.17,overcast clouds,52.05,-9.5167,Cahernane House Hotel - Killarney Hotel
566,Mantua,IT,42.82,overcast clouds,45.1667,10.7833,Hotel la Favorita
567,The Pas,CA,15.82,overcast clouds,53.8251,-101.2541,Wescana Inn
568,Presidente Medici,BR,77.81,moderate rain,-11.1753,-61.9014,Oliveira Palace Hotel
569,Itaituba,BR,76.39,very heavy rain,-4.2761,-55.9836,Hotel Campos
571,Vanimo,PG,80.8,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
572,Januaria,BR,73.26,light rain,-15.4833,-44.3667,Hotel Paraguassu
573,Pedasi,PA,81.07,broken clouds,7.5333,-80.0333,Selina Pedasi
575,Altamira,BR,75.45,overcast clouds,-3.2033,-52.2064,Requinte Hotel
577,Vesoul,FR,39.43,overcast clouds,47.5833,5.8333,Camping Municipal La Louvière
579,Nuuk,GL,20.01,few clouds,64.1835,-51.7216,Vandrehuset
580,Agadir,MA,54.05,few clouds,30.4202,-9.5982,Iberostar Founty Beach
581,Bahir Dar,ET,59.34,scattered clouds,11.5936,37.3908,"Delano Hotel, Bahir Dar"
582,Hami,CN,22.26,few clouds,42.8,93.45,Laoyutang Resort
583,Khuzdar,PK,47.41,broken clouds,27.7384,66.6434,jhalwan Rent A Car Moola Chotok Boking Office
584,San Quintin,MX,63.09,clear sky,30.4833,-115.95,Don Eddie's Landing
585,Beidao,CN,30.15,few clouds,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
586,Preobrazheniye,RU,15.85,clear sky,42.9019,133.9064,Campsite Orlan
587,Bereda,ES,46.58,broken clouds,43.2686,-7.5406,Pazo de Verdes
588,Riyadh,SA,51.94,scattered clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
589,Beyneu,KZ,22.21,clear sky,45.3167,55.2,NUR
590,Streetsboro,US,43.32,clear sky,41.2392,-81.3459,Motel 6 Streetsboro OH
591,Neuquen,AR,71.49,clear sky,-38.9516,-68.0591,Hotel del Comahue
592,Tecoanapa,MX,84.07,clear sky,16.5167,-98.75,Hotel Manglares
593,Ballina,AU,71.64,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
594,Tolaga Bay,NZ,64.89,light rain,-38.3667,178.3,Tolaga Bay Motel
596,Manacapuru,BR,75.78,heavy intensity rain,-3.2997,-60.6206,Novo Hotel
597,Vaasa,FI,33.82,overcast clouds,63.096,21.6158,Hotel Astor
599,Killybegs,IE,46.22,overcast clouds,54.6333,-8.45,Tara Hotel
601,Tahoua,NE,73.38,clear sky,14.8888,5.2692,Bungalows Guesthouse
602,Ormara,PK,70.43,broken clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
603,Tripoli,LY,59.02,overcast clouds,32.8752,13.1875,Hotel Al-Safwa
604,Belmonte,BR,77.5,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
605,Lentekhi,GE,45.05,scattered clouds,42.7856,42.7261,Konstanta Hotel
606,Luanda,AO,78.82,light rain,-8.8368,13.2343,Hotel Fórum
607,Almeria,ES,49.77,clear sky,37.1667,-2.3333,Casa Rural El Laurel
608,Dawei,MM,70.83,few clouds,14.0833,98.2,Hotel Dawei
609,Bowen,AU,82.62,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
610,Ust-Tsilma,RU,17.28,overcast clouds,65.441,52.1498,U Praskov'i
611,Xiaoshi,CN,8.62,clear sky,41.2971,124.1209,Junsheng Fengweilou Farmstay
612,Izumo,JP,46.35,broken clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
613,Saint-Denis,FR,50.68,mist,48.9167,2.3333,ibis budget Paris Porte de Montmartre
614,North Platte,US,60.26,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
616,Chapais,CA,26.38,light snow,49.7834,-74.8492,Hôtel Opémiska
618,Beruwala,LK,77.0,overcast clouds,6.4788,79.9828,The Palms Hotel
619,Fairlie,GB,54.41,overcast clouds,55.756,-4.8556,Brisbane House Hotel
621,Kawalu,ID,72.54,light rain,-7.3817,108.2082,KOSAN UNGU UNSIK
622,Constantine,DZ,40.41,scattered clouds,36.365,6.6147,Grand Hotel Cirta
623,Lembeni,TZ,67.53,broken clouds,-3.7833,37.6167,Duara Travels Lembeni village experience
624,Skibbereen,IE,46.2,overcast clouds,51.55,-9.2667,The West Cork Hotel
625,Korla,CN,17.46,few clouds,41.7597,86.1469,Gulisitan Hotel
626,Prince Rupert,CA,37.09,clear sky,54.3161,-130.3201,Crest Hotel
627,Huntingdon,GB,53.92,overcast clouds,52.3305,-0.1865,Huntingdon Marriott Hotel
628,Plainview,US,46.74,clear sky,40.7765,-73.4673,Four Points by Sheraton Melville Long Island
629,Labuhan,ID,77.92,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
630,Kampot,KH,78.85,overcast clouds,10.6167,104.1833,Two Moons Hotel
631,Gorontalo,ID,75.43,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
634,Flinders,AU,67.8,few clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
635,Hegra,NO,36.52,broken clouds,63.4644,11.114,Hembre Gård
636,Balkhash,KZ,28.67,light snow,46.844,74.9804,Family
637,Cravo Norte,CO,88.05,overcast clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
638,Denpasar,ID,78.46,light rain,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
640,Wewak,PG,78.3,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
641,Campoverde,PE,87.49,light rain,-8.4753,-74.8058,Hospedaje Coral's
642,Gat,IL,71.4,overcast clouds,31.61,34.7642,OlusHome
644,Yarada,IN,75.52,mist,17.65,83.2667,Vishranti
645,Angoche,MZ,77.92,clear sky,-16.2325,39.9086,Guest House HESADA
646,Galiakot,IN,64.04,clear sky,23.5167,74.0,Galiakot
647,Tromso,NO,33.82,light snow,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
648,Mount Isa,AU,85.77,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
649,Ottawa,CA,40.66,scattered clouds,45.4112,-75.6981,Delta Hotels by Marriott Ottawa City Centre
651,Djougou,BJ,78.98,few clouds,9.7085,1.666,Hotel cathas
654,Isabela,PH,77.05,few clouds,6.7085,121.9711,Isawad Resort
655,Bud,US,46.38,clear sky,39.447,-86.1758,Ted McQuinn Trust
657,Liverpool,GB,54.28,few clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
659,Margherita Di Savoia,IT,50.94,few clouds,41.3742,16.1502,Grand Hotel Terme
660,Puerto Ayacucho,VE,89.38,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
661,Quang Ngai,VN,69.01,broken clouds,15.1167,108.8,Central Hotel
662,Loralai,PK,41.29,clear sky,30.3705,68.598,Saddam Hotel & Resturant
663,Gunjur,GM,77.07,scattered clouds,13.2019,-16.7339,Dalaba Eco-Lodge Gambia
664,Lichinga,MZ,69.89,clear sky,-13.3128,35.2406,Residencial Bendiak
665,Astoria,US,42.85,light rain,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
666,Waddan,LY,50.83,clear sky,29.1614,16.139,محل الشريف محمد العايب
667,Bac Lieu,VN,74.95,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
668,Cookeville,US,47.64,clear sky,36.1628,-85.5016,La Quinta Inn & Suites by Wyndham Cookeville
670,Augusta,DE,39.51,overcast clouds,48.3667,10.8833,Hotel am Rathaus
671,Sept-Iles,CA,29.05,scattered clouds,50.2001,-66.3821,Comfort Inn
672,Springdale,US,53.73,clear sky,36.1867,-94.1288,Springdale Inn
673,Port Pirie,AU,66.29,light rain,-33.1833,138.0167,John Pirie Motor Inn
674,Osvaldo Cruz,BR,88.29,broken clouds,-21.7967,-50.8786,Grande Hotel Esplanada
675,Gelendzhik,RU,52.5,overcast clouds,44.5731,38.0747,Kaliforniya
676,Porto Velho,BR,82.45,few clouds,-8.7619,-63.9039,Hotel Central
677,Dori,BF,79.12,few clouds,14.0354,-0.0345,Hôtel Liptako
678,Caravelas,BR,76.75,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
679,Gambela,ET,79.52,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
681,Mudkhed,IN,63.82,scattered clouds,19.1667,77.5167,Shaikh Shahid's Home
682,Healdsburg,US,54.52,mist,38.6105,-122.8692,Best Western Dry Creek Inn
683,Taltal,CL,64.6,scattered clouds,-25.4,-70.4833,Residencial Karime
684,Tabuk,PH,70.3,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
685,Rawson,AR,59.13,light rain,-43.3002,-65.1023,Hosteria Sampedro
686,Kapuskasing,CA,33.89,broken clouds,49.4169,-82.4331,Park Inn Motel
687,Awbari,LY,52.23,clear sky,26.5921,12.7805,فندق أوباري
688,Vitina,BA,40.57,overcast clouds,43.2375,17.4839,Adria centar Koćuša
689,Apostolove,UA,34.16,overcast clouds,47.66,33.7137,Гостиница Приют
690,Saint-Francois,FR,43.48,mist,46.4154,3.9054,Manoir Du Bonheur
691,Viedma,AR,76.71,broken clouds,-40.8135,-62.9967,Hotel Cristal
692,Necochea,AR,68.04,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
693,Newark,US,47.19,clear sky,40.7357,-74.1724,Best Western Plus Robert Treat Hotel
695,Port Hawkesbury,CA,38.7,clear sky,45.6169,-61.3485,MacKenzie House Tourist Home B&B
696,Nowogard,PL,35.42,mist,53.6744,15.1163,Pokoje Gościnne
697,Puerto Carreno,CO,89.58,few clouds,6.189,-67.4859,Casa Hotel Victoria
699,Tortoli,IT,48.02,clear sky,39.9256,9.6572,Hotel La Bitta
700,Palana,RU,14.79,overcast clouds,59.1167,159.9667,Chikago
702,Kaseda,JP,45.63,broken clouds,31.4167,130.3167,Sun Stay Kaseda
703,Kamenz,DE,40.08,overcast clouds,51.268,14.0937,Ferienapartment am Klostertor
704,Camalu,MX,64.42,clear sky,30.85,-116.0667,La Cueva del Pirata
705,Soyo,AO,78.28,light rain,-6.1349,12.3689,Hotel Mpampa
707,Berlevag,NO,30.2,broken clouds,70.8578,29.0864,Kvitbrakka
709,San Luis,AR,67.91,broken clouds,-33.295,-66.3356,Huarpes Hotel
710,Khartoum,SD,77.02,clear sky,15.5518,32.5324,Hotel China
711,Taber,CA,39.07,scattered clouds,49.8167,-112.1518,Taber Motel
712,Lesnoy,RU,17.42,scattered clouds,57.6198,63.0784,Apartamenty Na Sovetskoy
713,Warrington,GB,54.45,few clouds,53.3925,-2.5802,Patten Arms Hotel
714,Sokur,RU,0.0,overcast clouds,55.2093,83.319,Gostinitsa Svetlana
715,Rapina,EE,34.09,overcast clouds,58.0981,27.4636,Hotell Räpina
716,Dandong,CN,20.21,clear sky,40.1292,124.3947,Yiranju Farmstay
717,Rocha,UY,72.72,broken clouds,-34.4833,-54.3333,Hotel Arrarte
719,Saint-Pierre,RE,78.48,broken clouds,-21.3393,55.4781,Lindsey Hôtel
